stack,sdma_enabled,benchmark,num_gcds,run,size_bytes,latency_us
eessi,0,osu_alltoall,4,6,4,3.17
eessi,0,osu_alltoall,4,6,8,3.16
eessi,0,osu_alltoall,4,6,16,3.18
eessi,0,osu_alltoall,4,6,32,3.23
eessi,0,osu_alltoall,4,6,64,3.27
eessi,0,osu_alltoall,4,6,128,3.29
eessi,0,osu_alltoall,4,6,256,3.35
eessi,0,osu_alltoall,4,6,512,49.99
eessi,0,osu_alltoall,4,6,1024,73.76
eessi,0,osu_alltoall,4,6,2048,47.92
eessi,0,osu_alltoall,4,6,4096,47.77
eessi,0,osu_alltoall,4,6,8192,49.25
eessi,0,osu_alltoall,4,6,16384,49.81
eessi,0,osu_alltoall,4,6,32768,52.94
eessi,0,osu_alltoall,4,6,65536,55.87
eessi,0,osu_alltoall,4,6,131072,63.39
eessi,0,osu_alltoall,4,6,262144,107.55
eessi,0,osu_alltoall,4,6,524288,169.73
eessi,0,osu_alltoall,4,6,1048576,158.52
eessi,0,osu_alltoall,8,2,1,9.33
eessi,0,osu_alltoall,8,2,2,7.01
eessi,0,osu_alltoall,8,2,4,6.99
eessi,0,osu_alltoall,8,2,8,6.86
eessi,0,osu_alltoall,8,2,16,7.06
eessi,0,osu_alltoall,8,2,32,6.82
eessi,0,osu_alltoall,8,2,64,7.01
eessi,0,osu_alltoall,8,2,128,7.13
eessi,0,osu_alltoall,8,2,256,7.26
eessi,0,osu_alltoall,8,2,512,132.69
eessi,0,osu_alltoall,8,2,1024,112.73
eessi,0,osu_alltoall,8,2,2048,112.52
eessi,0,osu_alltoall,8,2,4096,112.77
eessi,0,osu_alltoall,8,2,8192,115.77
eessi,0,osu_alltoall,8,2,16384,117.18
eessi,0,osu_alltoall,8,2,32768,122.78
eessi,0,osu_alltoall,8,2,65536,129.52
eessi,0,osu_alltoall,8,2,131072,148.43
eessi,0,osu_alltoall,8,2,262144,246.08
eessi,0,osu_alltoall,8,2,524288,361.94
eessi,0,osu_alltoall,8,2,1048576,355.59
eessi,0,osu_alltoall,8,3,1,9.16
eessi,0,osu_alltoall,8,3,2,6.96
eessi,0,osu_alltoall,8,3,4,6.98
eessi,0,osu_alltoall,8,3,8,6.91
eessi,0,osu_alltoall,8,3,16,6.84
eessi,0,osu_alltoall,8,3,32,6.84
eessi,0,osu_alltoall,8,3,64,7.04
eessi,0,osu_alltoall,8,3,128,7.13
eessi,0,osu_alltoall,8,3,256,7.32
eessi,0,osu_alltoall,8,3,512,133.18
eessi,0,osu_alltoall,8,3,1024,113.43
eessi,0,osu_alltoall,8,3,2048,113.10
eessi,0,osu_alltoall,8,3,4096,113.47
eessi,0,osu_alltoall,8,3,8192,116.46
eessi,0,osu_alltoall,8,3,16384,117.72
eessi,0,osu_alltoall,8,3,32768,123.20
eessi,0,osu_alltoall,8,3,65536,130.11
eessi,0,osu_alltoall,8,3,131072,148.20
eessi,0,osu_alltoall,8,3,262144,241.07
eessi,0,osu_alltoall,8,3,524288,364.12
eessi,0,osu_alltoall,8,3,1048576,356.11
eessi,0,osu_alltoall,8,4,1,9.23
eessi,0,osu_alltoall,8,4,2,6.96
eessi,0,osu_alltoall,8,4,4,6.99
eessi,0,osu_alltoall,8,4,8,6.98
eessi,0,osu_alltoall,8,4,16,7.01
eessi,0,osu_alltoall,8,4,32,6.95
eessi,0,osu_alltoall,8,4,64,7.15
eessi,0,osu_alltoall,8,4,128,7.21
eessi,0,osu_alltoall,8,4,256,7.29
eessi,0,osu_alltoall,8,4,512,133.13
eessi,0,osu_alltoall,8,4,1024,112.57
eessi,0,osu_alltoall,8,4,2048,112.24
eessi,0,osu_alltoall,8,4,4096,112.77
eessi,0,osu_alltoall,8,4,8192,115.93
eessi,0,osu_alltoall,8,4,16384,117.13
eessi,0,osu_alltoall,8,4,32768,123.04
eessi,0,osu_alltoall,8,4,65536,129.97
eessi,0,osu_alltoall,8,4,131072,148.33
eessi,0,osu_alltoall,8,4,262144,244.56
eessi,0,osu_alltoall,8,4,524288,361.71
eessi,0,osu_alltoall,8,4,1048576,355.98
eessi,0,osu_alltoall,8,5,1,9.22
eessi,0,osu_alltoall,8,5,2,6.92
